tox21_gen,toxcast_gen,clintox_gen,mol_id,smiles
1,,,TOX3352,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
1,,,TOX3350,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
0,,,TOX3356,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
0,,,TOX24760,Cl[Nd](Cl)Cl
0,,,TOX24762,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC
1,,,TOX24763,CCOC(=O)c1ccc(N(C)C)cc1
0,,,TOX24764,CC(C)C(=O)OCCc1ccccc1
0,,,TOX24765,CC(=O)OCC=Cc1ccccc1
0,,,TOX24767,OCCc1ccccn1
0,,,TOX1848,CCNc1cccc(C)c1
0,,,TOX1847,c1ccc(Oc2ccccc2)cc1
0,,,TOX1841,CNc1ccccc1
0,,,TOX1843,N#Cc1ccccn1
0,,,TOX1842,ON=C1CCCCC1
0,,,TOX23938,O=C(O)c1ccccc1C(=O)OCc1ccccc1
1,,,TOX18877,COc1ccccc1NC(=O)c1cc2ccccc2cc1O
1,,,TOX18876,O=C(Oc1ccccc1)c1ccc2ccccc2c1O
1,,,TOX18875,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1
0,,,TOX7388,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C
0,,,TOX6676,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
0,,,TOX15163,COc1ccc(OC)c(OC)c1
0,,,TOX15160,CC(=O)/C=C/C1C(C)=CCCC1(C)C
1,,,TOX348,O=c1ccc2ccccc2o1
0,,,TOX349,COc1ccc(N)c(C)c1
1,,,TOX342,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
0,,,TOX21270,CC(=O)OCCC(C)CC(C)(C)C
1,,,TOX340,[Co+2]
1,,,TOX341,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
0,,,TOX21275,CCCCCCCCCCCC(=O)OCC(O)CO
1,,,TOX347,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
1,,,TOX344,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
1,,,TOX345,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2]
0,,,TOX29068,CCCC[n+]1cccc(C)c1
1,,,TOX29069,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21
0,,,TOX29064,Cc1nc2ccccc2s1
1,,,TOX29065,N#Cc1c2ccccc2cc2ccccc12
1,,,TOX29066,O=CC=C(c1ccccc1)c1ccccc1
1,,,TOX29067,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1
1,,,TOX29061,CCC1(c2cnc[nH]2)Cc2ccccc2C1
0,,,TOX29063,CCCn1cc[n+](C)c1
1,,,TOX25606,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
0,,,TOX1653,CCCCC=O
0,,,TOX1654,O=C(O)CCCC(=O)O
1,,,TOX25601,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1
0,,,TOX22574,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
1,,,TOX11089,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
1,,,TOX25602,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)[O-]
0,,,TOX8666,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C
0,,,TOX1657,CC(=O)c1ccc(C(C)=O)cc1
0,,,TOX8663,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
0,,,TOX24369,CN(C)c1ccncc1
0,,,TOX22570,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
1,,,TOX14223,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl
0,,,TOX17626,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
1,,,TOX814,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
1,,,TOX5279,C=C(C#N)C(=O)OCC
1,,,TOX27309,Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O
1,,,TOX27308,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1
1,,,TOX27307,Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O
1,,,TOX27306,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2
0,,,TOX27305,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N
1,,,TOX27304,NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21
1,,,TOX27303,NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1
0,,,TOX541,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
0,,,TOX20651,CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)C42OO3
0,,,TOX20652,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4
0,,,TOX20653,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
1,,,TOX20656,CC(C)C(Br)C(=O)NC(N)=O
0,,,TOX930,CN1CCC[C@H]1c1cccnc1
1,,,TOX543,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C
1,,,TOX1483,O=CCc1ccccc1
0,,,TOX26438,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
1,,,TOX26439,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
1,,,TOX26437,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
0,,,TOX26434,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
1,,,TOX26435,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12
0,,,TOX26432,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
1,,,TOX26433,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
0,,,TOX26430,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
0,,,TOX27426,C=C(C)C1CC=C(C)C(=O)C1
0,,,TOX27135,Cc1ccccc1S
0,,,TOX27424,O=C1CCCCC1C1CCCCC1
1,,,TOX27137,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-]
0,,,TOX27422,CCC(=O)C1CC(C(C)C)CC=C1C
0,,,TOX27131,CC(C)=CCOC(=O)c1ccccc1
0,,,TOX27420,COc1cc(CCC(C)=O)ccc1O
0,,,TOX26051,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
0,,,TOX26403,N[C@H](C(=O)O)c1ccc(O)cc1
0,,,TOX26054,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
0,,,TOX26507,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1
0,,,TOX1212,O=C(O)c1ccc(O)c(O)c1
1,,,TOX1214,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21
0,,,TOX29088,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
0,,,TOX1216,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
1,,,TOX1217,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
1,,,TOX1218,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
1,,,TOX1219,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
0,,,TOX26505,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
0,,,TOX31547,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1
0,,,TOX31544,O=C(CCCl)NCc1ccccc1
0,,,TOX26059,COc1ccc(/C=C/C(=O)O)cc1
0,,,TOX31545,CC(C)CCCC(C)NCCC(C)C
1,,,TOX29084,CCCCCCCCCCn1cc[n+](C)c1
0,,,TOX7328,O=S(=O)([O-])CO
0,,,TOX7329,C=CCCCCCCCC
1,,,TOX7322,O=C1CCCCCCCCCCC1
1,,,TOX7323,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1
1,,,TOX7320,O=[N+]([O-])c1ccc([O-])cc1
0,,,TOX7321,O=S(=O)([O-])c1ccc(O)cc1
1,,,TOX22248,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1
0,,,TOX21529,CC(=O)Nc1ccc(S(N)(=O)=O)cc1
1,,,TOX4598,O=C(OCc1ccccc1)c1ccccc1O
1,,,TOX4599,c1ccc(CSCc2ccccc2)cc1
0,,,TOX4597,O=C(Cc1ccccc1)OCc1ccccc1
0,,,TOX24489,CC(=O)C(Cl)C(=O)N(C)C
0,,,TOX24488,N#CC1(N)CCCCC1
1,,,TOX24481,O=C1CCCCCN1SSN1CCCCCC1=O
0,,,TOX28651,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
1,,,TOX28652,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O
1,,,TOX28653,S=C(SSC(=S)N1CCCCC1)N1CCCCC1
0,,,TOX13649,COC(=O)CC#N
0,,,TOX24484,CC(C)CCCCCCN
1,,,TOX28656,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
0,,,TOX24486,CC(C)NC(=O)NC(C)C
1,,,TOX17734,CCCCCCCCCCCCCCC(Br)C(=O)O
0,,,TOX24375,C=CCOCC(O)CO
0,,,TOX24374,CC(=O)c1ccc(C)cc1
0,,,TOX24373,NC(CO)(CO)CO
1,,,TOX17730,O=C(O)c1cc(O)c2ccccc2c1O
0,,,TOX24371,O=S(=O)(O)CCCN1CCOCC1
0,,,TOX24370,CCCCNc1ccccc1
0,,,TOX27935,FC(F)(F)c1ccc(Cl)cc1Cl
1,,,TOX27936,Oc1ccc(Sc2ccc(O)cc2)cc1
1,,,TOX27937,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1
1,,,TOX17739,Oc1ccc(Nc2ccccc2)cc1
0,,,TOX7386,C=CC(=O)OCCCCCCCC(C)C
1,,,TOX27932,O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O
0,,,TOX24378,CCCCC(CC)COC(=O)CC#N
1,,,TOX6181,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
0,,,TOX6183,CCCCN(CCCC)CCCC
0,,,TOX31018,Cc1cc(O)c(C)c(C)c1O
1,,,TOX2749,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
0,,,TOX2748,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
1,,,TOX2743,O=NN(CCCl)C(=O)NCCCl
1,,,TOX2742,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
0,,,TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
0,,,TOX25685,CC1(c2ccccc2)OC(C(=O)O)=CC1=O
0,,,TOX25686,COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2
0,,,TOX25687,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
0,,,TOX25680,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
0,,,TOX25681,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1
0,,,TOX25682,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C
0,,,TOX25683,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1
0,,,TOX6450,CCO[Si](OCC)(OCC)OCC
0,,,TOX25688,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1
0,,,TOX25689,O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1
1,,,TOX647,O=Cc1ccco1
0,,,TOX646,c1ccoc1
0,,,TOX5249,CCCCCCCCCCCCC1CO1
0,,,TOX3113,COc1ccccc1O
1,,,TOX2562,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O
0,,,TOX5240,C=CC1CO1
0,,,TOX2565,C=CCN1C(=O)C(CC(C)C)NC1=S
1,,,TOX648,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
1,,,TOX3169,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
0,,,TOX5113,CC(C)CC(C)N
0,,,TOX3163,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
0,,,TOX3166,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I
0,,,TOX12516,CCCCCCCCSCCO
0,,,TOX25429,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12
1,,,TOX12514,O=Cc1ccccc1C=O
0,,,TOX25359,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
0,,,TOX12513,Cc1cc(C)n(CO)n1
1,,,TOX6536,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12
0,,,TOX12511,CCN1CN(CC)CN(CC)C1
0,,,TOX25420,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
0,,,TOX25350,NCC1CCC(C(=O)O)CC1
0,,,TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
1,,,TOX22436,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
1,,,TOX22437,COC(=O)Nc1ccc(Cl)c(Cl)c1
1,,,TOX25354,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
1,,,TOX25355,CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O
1,,,TOX16467,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1
1,,,TOX423,O=C/C(Cl)=C(/Cl)C(=O)O
0,,,TOX421,Cl[C@H]1OCCO[C@@H]1Cl
0,,,TOX420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
1,,,TOX427,Nc1cc(Cl)c(N)c(Cl)c1
1,,,TOX426,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
1,,,TOX425,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
1,,,TOX424,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1
0,,,TOX428,O=C(O)C(Cl)Cl
0,,,TOX1980,CCCCCC(=O)OCC
0,,,TOX1982,CCCCOC(C)=O
0,,,TOX1984,CCCCCCCCCCCCN
1,,,TOX1986,CCCCOP(=O)(OCCCC)OCCCC
1,,,TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N
1,,,TOX4359,Oc1cc(Cl)c(Cl)cc1Cl
0,,,TOX7916,CCC(C)(CCC(C)C)C(=O)O
0,,,TOX23747,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1
0,,,TOX2472,CCCCc1ccccc1
0,,,TOX15209,O=c1[nH]c(=O)c2c[nH]nc2[nH]1
1,,,TOX15206,C=CCSSCC=C
1,,,TOX15204,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC
0,,,TOX21424,CC(C)CCCC(C)(C)O
0,,,TOX21425,CCC/C=C/C=O
0,,,TOX21426,C1=COCCC1
0,,,TOX21420,O=C(O)c1ccco1
0,,,TOX21421,COc1cc(OC)c2ccc(=O)oc2c1
1,,,TOX21422,Cc1cc(=O)oc2cc(N(C)C)ccc12
0,,,TOX21423,C=CN1CCCCCC1=O
1,,,TOX27118,Cc1occc1S
0,,,TOX1901,CCCOC(C)=O
1,,,TOX27444,Cc1ccc2c(c1)CCCN2
1,,,TOX27113,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21
1,,,TOX27446,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
1,,,TOX27447,NNC(=O)OCc1ccccc1
0,,,TOX27440,CC(C)c1ccc(C#N)cc1
0,,,TOX27117,Cl[Yb](Cl)Cl
0,,,TOX27443,COc1cc(C)cc(O)c1
1,,,TOX5401,C=CC(=O)OCCCCCCOC(=O)C=C
0,,,TOX8120,C=CC(C)(C)CC(=O)OC
0,,,TOX5403,CCCCCCOC(=O)c1ccccc1
0,,,TOX5402,C=CCCCC
1,,,TOX5404,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1
0,,,TOX5406,C=C(C)C(=O)OCCCCCC
0,,,TOX5409,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3
0,,,TOX5746,O=[N+]([O-])c1ccccc1-c1ccccc1
0,,,TOX9189,N=C(N)N.N=C(N)N.O=C(O)O
1,,,TOX5744,O=[N+]([O-])c1ccccc1CCl
0,,,TOX5745,O=[N+]([O-])c1ccc(CCl)cc1
0,,,TOX5742,O=C(Cl)c1ccc([N+](=O)[O-])cc1
1,,,TOX5743,O=[N+]([O-])c1cccc(CCl)c1
0,,,TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1
0,,,TOX5741,O=C(Cl)c1ccccc1[N+](=O)[O-]
0,,,TOX9182,CC(C)CC(=O)O
1,,,TOX9184,Nc1ccc(S(=O)(=O)[O-])cc1
0,,,TOX9186,Cc1nc(N)nc(N)n1
0,,,TOX5749,O=[N+]([O-])c1ccccc1Nc1ccccc1
0,,,TOX1596,CCCCCCCCCCCCCCCCC(=O)O
0,,,TOX14005,NS(=O)(=O)O
1,,,TOX11521,[PbH2+2]
0,,,TOX31548,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1
1,,,TOX18,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2
0,,,TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O
0,,,TOX9230,CC(C)(C)N(CCO)CCO
0,,,TOX9231,CC(CO)CO
1,,,TOX9236,C=C(C)C(=O)OCCCCCCCCCCCCC
0,,,TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC
0,,,TOX9234,C=CC(C)CCC=C(C)C
0,,,TOX9235,C=CCCCCCCCCCCC
0,,,TOX31549,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1
0,,,TOX20461,OCC(S)CS
1,,,TOX20464,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
0,,,TOX28823,CCCN(CCC)CCc1c[nH]c2ccccc12
0,,,TOX28822,CN(C)CCc1c[nH]c2ccccc12
1,,,TOX28821,CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12
0,,,TOX28536,CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1
0,,,TOX28827,NC1(c2ccccc2)CCCCC1
0,,,TOX28826,COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1
0,,,TOX21844,O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O
0,,,TOX28824,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12
0,,,TOX28829,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
0,,,TOX28828,c1ccc(CN2CCNCC2)cc1
1,,,TOX28539,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1
0,,,TOX28538,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21
0,,,TOX25165,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
0,,,TOX25164,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
0,,,TOX25167,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
0,,,TOX25166,CCN(CC)CC(=O)Nc1c(C)cccc1C
1,,,TOX25161,c1ccc2c(c1)OCC(C1=NCCN1)O2
1,,,TOX25160,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
0,,,TOX25163,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
0,,,TOX25162,CCn1ccnc1CC1COc2ccccc2O1
0,,,TOX25169,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
1,,,TOX25168,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1,,,TOX99,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3
1,,,TOX93,COc1ccc(N)cc1
1,,,TOX92,COc1ccccc1N
1,,,TOX91,Nc1ccccc1
0,,,TOX90,Nc1ccccc1
0,,,TOX97,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl
1,,,TOX96,O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2
1,,,TOX95,O=C1c2ccccc2C(=O)c2ccccc21
0,,,TOX94,Nc1ccccc1C(=O)O
0,,,TOX28799,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
0,,,TOX28798,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1
0,,,TOX28791,CN[C@H](C)Cc1ccccc1
0,,,TOX28790,CN[C@@H](C)Cc1ccccc1
0,,,TOX28793,C[C@@H](N)C(=O)c1ccccc1
0,,,TOX28792,C[C@H](N)C(=O)c1ccccc1
0,,,TOX28795,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
0,,,TOX28794,CCN[C@@H](C)Cc1ccccc1
0,,,TOX28797,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
0,,,TOX28796,C[C@H]1N=C(N)O[C@H]1c1ccccc1
0,,,TOX4437,C=CCOC(C)=O
0,,,TOX1156,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
1,,,TOX1152,Oc1ccc(-c2ccccc2)cc1
1,,,TOX1151,Oc1ccccc1-c1ccccc1
1,,,TOX1150,CC(=O)O[Hg]c1ccccc1
1,,,TOX1409,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
0,,,TOX24511,CCCOC(=O)CCCCC(=O)OCCC
0,,,TOX1159,O=C1OC(=O)c2ccccc21
0,,,TOX1158,NC(=O)c1ccccc1C(N)=O
1,,,TOX2174,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1
0,,,TOX2170,NC(=O)c1c(Cl)cccc1Cl
0,,,TOX2171,CCCCCCCCCCN
1,,,TOX2172,CNC(=O)Oc1ccc(N(C)C)c(C)c1
1,,,TOX2179,Clc1nc(Cl)c(Cl)c(Cl)c1Cl
1,,,TOX24514,CCCCCCOC(=O)c1ccc(O)cc1
0,,,TOX3378,NC[C@H](O)c1ccc(O)c(O)c1
0,,,TOX24748,O=C(c1ccccc1)C1(O)CCCCC1
0,,,TOX24746,CC(C)OC(=O)c1ccccc1
0,,,TOX24747,CCCCNP(N)(N)=S
0,,,TOX3377,CN1Cc2c(N)cccc2C(c2ccccc2)C1
0,,,TOX3376,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
0,,,TOX17696,CN/C=N/c1ccc(C)cc1C
1,,,TOX3370,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
0,,,TOX24740,CC(C)OC(=O)CCC(=O)OC(C)C
0,,,TOX3372,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
1,,,TOX23915,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
1,,,TOX18855,Fc1cccc(Cl)c1CCl
0,,,TOX23913,COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-]
1,,,TOX18857,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1
0,,,TOX23919,OC[C@H](O)[C@H](O)CO
